Country,year,sex,age,suicides_no,population,
Ukraine,1987,female,25-34 years,176,3953000,
Ukraine,1987,female,35-54 years,770,6881800,
Ukraine,1987,female,5-14 years,9,3560800,
Ukraine,1987,female,55-74 years,1024,6070300,
Ukraine,1987,female,75+ years,486,1816100,
Ukraine,1987,male,15-24 years,488,3543900,
Ukraine,1987,male,25-34 years,1383,3890300,
Ukraine,1987,male,35-54 years,3093,6206800,
Ukraine,1987,male,5-14 years,53,3683900,
Ukraine,1987,male,55-74 years,1934,3652600,
Ukraine,1987,male,75+ years,506,654800,
Ukraine,1988,female,15-24 years,182,3427500,
Ukraine,1988,female,25-34 years,179,3961000,
Ukraine,1988,female,35-54 years,656,6963500,
Ukraine,1988,female,5-14 years,15,3578200,
Ukraine,1988,female,55-74 years,1000,5995800,
Ukraine,1988,female,75+ years,476,1881000,
Ukraine,1988,male,15-24 years,494,3509600,
Ukraine,1988,male,25-34 years,1383,3895600,
Ukraine,1988,male,35-54 years,3002,6294000,
Ukraine,1988,male,5-14 years,69,3698600,
Ukraine,1988,male,55-74 years,1773,3672700,
Ukraine,1988,male,75+ years,522,672400,
Ukraine,1989,female,15-24 years,180,3422300,
Ukraine,1989,female,25-34 years,216,3945800,
Ukraine,1989,female,35-54 years,759,7074400,
Ukraine,1989,female,5-14 years,13,3612500,
Ukraine,1989,female,55-74 years,923,5897500,
Ukraine,1989,female,75+ years,500,1931900,
Ukraine,1989,male,15-24 years,573,3509000,
Ukraine,1989,male,25-34 years,1578,3878600,
Ukraine,1989,male,35-54 years,3547,6392000,
Ukraine,1989,male,5-14 years,61,3733100,
Ukraine,1989,male,55-74 years,1948,3678800,
Ukraine,1989,male,75+ years,589,685800,
Ukraine,1990,female,15-24 years,165,3454600,
Ukraine,1990,female,25-34 years,203,3904100,
Ukraine,1990,female,35-54 years,704,7140700,
Ukraine,1990,female,5-14 years,6,3638400,
Ukraine,1990,female,55-74 years,886,5866100,
Ukraine,1990,female,75+ years,452,1956100,
Ukraine,1990,male,15-24 years,613,3544600,
Ukraine,1990,male,25-34 years,1490,3837800,
Ukraine,1990,male,35-54 years,3570,6444100,
Ukraine,1990,male,5-14 years,59,3763100,
Ukraine,1990,male,55-74 years,2003,3733600,
Ukraine,1990,male,75+ years,494,688400,
Ukraine,1991,female,15-24 years,137,3495000,
Ukraine,1991,female,25-34 years,189,3862900,
Ukraine,1991,female,35-54 years,677,7148300,
Ukraine,1991,female,5-14 years,19,3665700,
Ukraine,1991,female,55-74 years,867,5958600,
Ukraine,1991,female,75+ years,473,1920400,
Ukraine,1991,male,15-24 years,618,3586700,
Ukraine,1991,male,25-34 years,1465,3801300,
Ukraine,1991,male,35-54 years,3634,6449100,
Ukraine,1991,male,5-14 years,64,3793000,
Ukraine,1991,male,55-74 years,2075,3852600,
Ukraine,1991,male,75+ years,482,667000,
Ukraine,1992,female,15-24 years,189,3534200,
Ukraine,1992,female,25-34 years,229,3822300,
Ukraine,1992,female,35-54 years,816,7111100,
Ukraine,1992,female,5-14 years,13,3704800,
Ukraine,1992,female,55-74 years,920,6140300,
Ukraine,1992,female,75+ years,371,1858400,
Ukraine,1992,male,15-24 years,623,3628400,
Ukraine,1992,male,25-34 years,1589,3768500,
Ukraine,1992,male,35-54 years,3995,6422200,
Ukraine,1992,male,5-14 years,68,3833300,
Ukraine,1992,male,55-74 years,2323,4028200,
Ukraine,1992,male,75+ years,530,635600,
Ukraine,1993,female,15-24 years,152,3565100,
Ukraine,1993,female,25-34 years,229,3766200,
Ukraine,1993,female,35-54 years,779,7042800,
Ukraine,1993,female,5-14 years,20,3738000,
Ukraine,1993,female,55-74 years,940,6338500,
Ukraine,1993,female,75+ years,485,1795100,
Ukraine,1993,male,15-24 years,795,3668700,
Ukraine,1993,male,25-34 years,1691,3714200,
Ukraine,1993,male,35-54 years,4100,6371900,
Ukraine,1993,male,5-14 years,65,3869500,
Ukraine,1993,male,55-74 years,2654,4202500,
Ukraine,1993,male,75+ years,559,608000,
Ukraine,1994,female,15-24 years,175,3582800,
Ukraine,1994,female,25-34 years,232,3673200,
Ukraine,1994,female,35-54 years,761,6981000,
Ukraine,1994,female,5-14 years,18,3735700,
Ukraine,1994,female,55-74 years,1087,6467700,
Ukraine,1994,female,75+ years,490,1751000,
Ukraine,1994,male,15-24 years,879,3699700,
Ukraine,1994,male,25-34 years,1763,3626300,
Ukraine,1994,male,35-54 years,4618,6326300,
Ukraine,1994,male,5-14 years,60,3870700,
Ukraine,1994,male,55-74 years,3174,4314500,
Ukraine,1994,male,75+ years,569,590100,
Ukraine,1995,female,15-24 years,187,3596300,
Ukraine,1995,female,25-34 years,243,3568500,
Ukraine,1995,female,35-54 years,752,6952800,
Ukraine,1995,female,5-14 years,16,3697600,
Ukraine,1995,female,55-74 years,1029,6535200,
Ukraine,1995,female,75+ years,405,1716300,
Ukraine,1995,male,15-24 years,948,3722600,
Ukraine,1995,male,25-34 years,1854,3534800,
Ukraine,1995,male,35-54 years,4986,6306200,
Ukraine,1995,male,5-14 years,68,3834000,
Ukraine,1995,male,55-74 years,3505,4375300,
Ukraine,1995,male,75+ years,548,575700,
Ukraine,1996,female,15-24 years,165,3595700,
Ukraine,1996,female,25-34 years,248,3485900,
Ukraine,1996,female,35-54 years,783,6949100,
Ukraine,1996,female,5-14 years,12,3643500,
Ukraine,1996,female,55-74 years,1079,6561400,
Ukraine,1996,female,75+ years,378,1692100,
Ukraine,1996,male,15-24 years,1023,3723000,
Ukraine,1996,male,25-34 years,1870,3471700,
Ukraine,1996,male,35-54 years,5203,6305700,
Ukraine,1996,male,5-14 years,76,3782500,
Ukraine,1996,male,55-74 years,3821,4397200,
Ukraine,1996,male,75+ years,502,566700,
Ukraine,1997,female,15-24 years,172,3582900,
Ukraine,1997,female,25-34 years,248,3431000,
Ukraine,1997,female,35-54 years,795,6985700,
Ukraine,1997,female,5-14 years,17,3572200,
Ukraine,1997,female,55-74 years,1152,6513400,
Ukraine,1997,female,75+ years,409,1699100,
Ukraine,1997,male,15-24 years,986,3702700,
Ukraine,1997,male,25-34 years,1859,3444700,
Ukraine,1997,male,35-54 years,4994,6339200,
Ukraine,1997,male,5-14 years,61,3713800,
Ukraine,1997,male,55-74 years,3735,4369600,
Ukraine,1997,male,75+ years,475,568700,
Ukraine,1998,female,15-24 years,196,3589900,
Ukraine,1998,female,25-34 years,219,3392600,
Ukraine,1998,female,35-54 years,814,7089100,
Ukraine,1998,female,5-14 years,25,3462400,
Ukraine,1998,female,55-74 years,1155,6376000,
Ukraine,1998,female,75+ years,432,1731300,
Ukraine,1998,male,15-24 years,1049,3701100,
Ukraine,1998,male,25-34 years,1830,3435200,
Ukraine,1998,male,35-54 years,4969,6430500,
Ukraine,1998,male,5-14 years,53,3605000,
Ukraine,1998,male,55-74 years,3589,4280900,
Ukraine,1998,male,75+ years,458,581400,
Ukraine,1999,female,15-24 years,158,3614400,
Ukraine,1999,female,25-34 years,247,3372900,
Ukraine,1999,female,35-54 years,765,7197600,
Ukraine,1999,female,5-14 years,14,3324800,
Ukraine,1999,female,55-74 years,1002,6200500,
Ukraine,1999,female,75+ years,451,1784000,
Ukraine,1999,male,15-24 years,1054,3720800,
Ukraine,1999,male,25-34 years,1800,3434800,
Ukraine,1999,male,35-54 years,4878,6525800,
Ukraine,1999,male,5-14 years,79,3467900,
Ukraine,1999,male,55-74 years,3489,4166600,
Ukraine,1999,male,75+ years,426,605300,
Ukraine,2000,female,15-24 years,196,3630400,
Ukraine,2000,female,25-34 years,251,3382900,
Ukraine,2000,female,35-54 years,774,7293800,
Ukraine,2000,female,5-14 years,21,3181200,
Ukraine,2000,female,55-74 years,956,6006000,
Ukraine,2000,female,75+ years,435,1844800,
Ukraine,2000,male,15-24 years,1097,3738100,
Ukraine,2000,male,25-34 years,1740,3450300,
Ukraine,2000,male,35-54 years,5076,6605200,
Ukraine,2000,male,5-14 years,95,3325300,
Ukraine,2000,male,55-74 years,3380,4033000,
Ukraine,2000,male,75+ years,446,634400,
Ukraine,2001,female,15-24 years,147,3645803,
Ukraine,2001,female,25-34 years,218,3402526,
Ukraine,2001,female,35-54 years,649,7353384,
Ukraine,2001,female,5-14 years,16,3024966,
Ukraine,2001,female,55-74 years,775,5837138,
Ukraine,2001,female,75+ years,387,1908369,
Ukraine,2001,male,15-24 years,1073,3754386,
Ukraine,2001,male,25-34 years,1633,3474267,
Ukraine,2001,male,35-54 years,4698,6650575,
Ukraine,2001,male,5-14 years,67,3170134,
Ukraine,2001,male,55-74 years,3001,3915328,
Ukraine,2001,male,75+ years,467,669093,
Ukraine,2002,female,15-24 years,142,3643296,
Ukraine,2002,female,25-34 years,218,3329776,
Ukraine,2002,female,35-54 years,673,7327153,
Ukraine,2002,female,5-14 years,13,2823973,
Ukraine,2002,female,55-74 years,759,5786181,
Ukraine,2002,female,75+ years,364,1946556,
Ukraine,2002,male,15-24 years,998,3782174,
Ukraine,2002,male,25-34 years,1660,3300031,
Ukraine,2002,male,35-54 years,4398,6565032,
Ukraine,2002,male,5-14 years,55,2968238,
Ukraine,2002,male,55-74 years,2738,3911379,
Ukraine,2002,male,75+ years,518,676228,
Ukraine,2003,female,15-24 years,131,3659937,
Ukraine,2003,female,25-34 years,214,3341089,
Ukraine,2003,female,35-54 years,669,7305670,
Ukraine,2003,female,5-14 years,17,2668337,
Ukraine,2003,female,55-74 years,738,5689228,
Ukraine,2003,female,75+ years,381,2008320,
Ukraine,2003,male,15-24 years,994,3808250,
Ukraine,2003,male,25-34 years,1628,3316494,
Ukraine,2003,male,35-54 years,4312,6534189,
Ukraine,2003,male,5-14 years,50,2804341,
Ukraine,2003,male,55-74 years,2648,3837902,
Ukraine,2003,male,75+ years,531,723626,
Ukraine,2004,female,15-24 years,109,3656474,
Ukraine,2004,female,25-34 years,183,3360017,
Ukraine,2004,female,35-54 years,585,7238033,
Ukraine,2004,female,5-14 years,12,2520560,
Ukraine,2004,female,55-74 years,603,5648458,
Ukraine,2004,female,75+ years,373,2061225,
Ukraine,2004,male,15-24 years,944,3810633,
Ukraine,2004,male,25-34 years,1489,3342201,
Ukraine,2004,male,35-54 years,4132,6464700,
Ukraine,2004,male,5-14 years,58,2649047,
Ukraine,2004,male,55-74 years,2260,3807447,
Ukraine,2004,male,75+ years,508,764031,
Ukraine,2005,female,15-24 years,139,3626595,
Ukraine,2005,female,25-34 years,182,3380536,
Ukraine,2005,female,35-54 years,515,7160448,
Ukraine,2005,female,5-14 years,7,2384747,
Ukraine,2005,female,55-74 years,576,5634590,
Ukraine,2005,female,75+ years,342,2109628,
Ukraine,2005,male,15-24 years,861,3784581,
Ukraine,2005,male,25-34 years,1467,3369930,
Ukraine,2005,male,35-54 years,3771,6387431,
Ukraine,2005,male,5-14 years,49,2506950,
Ukraine,2005,male,55-74 years,2151,3793291,
Ukraine,2005,male,75+ years,561,800543,
Ukraine,2006,female,15-24 years,98,3577436,
Ukraine,2006,female,25-34 years,170,3394295,
Ukraine,2006,female,35-54 years,540,7108424,
Ukraine,2006,female,5-14 years,9,2260713,
Ukraine,2006,female,55-74 years,563,5633228,
Ukraine,2006,female,75+ years,333,2134223,
Ukraine,2006,male,15-24 years,837,3739295,
Ukraine,2006,male,25-34 years,1455,3390847,
Ukraine,2006,male,35-54 years,3420,6336363,
Ukraine,2006,male,5-14 years,33,2377451,
Ukraine,2006,male,55-74 years,1993,3782567,
Ukraine,2006,male,75+ years,562,825192,
Ukraine,2007,female,15-24 years,129,3511720,
Ukraine,2007,female,25-34 years,181,3405078,
Ukraine,2007,female,35-54 years,500,7060722,
Ukraine,2007,female,5-14 years,11,2155250,
Ukraine,2007,female,55-74 years,483,5668759,
Ukraine,2007,female,75+ years,325,2125683,
Ukraine,2007,male,15-24 years,987,3673201,
Ukraine,2007,male,25-34 years,1546,3414696,
Ukraine,2007,male,35-54 years,3392,6292640,
Ukraine,2007,male,5-14 years,39,2268187,
Ukraine,2007,male,55-74 years,1922,3792721,
Ukraine,2007,male,75+ years,517,830015,
Ukraine,2008,female,15-24 years,118,3405168,
Ukraine,2008,female,25-34 years,182,3441323,
Ukraine,2008,female,35-54 years,528,7018040,
Ukraine,2008,female,5-14 years,17,2078121,
Ukraine,2008,female,55-74 years,483,5726858,
Ukraine,2008,female,75+ years,347,2087152,
Ukraine,2008,male,15-24 years,856,3561320,
Ukraine,2008,male,25-34 years,1452,3466915,
Ukraine,2008,male,35-54 years,3027,6254054,
Ukraine,2008,male,5-14 years,36,2188808,
Ukraine,2008,male,55-74 years,1854,3810278,
Ukraine,2008,male,75+ years,554,818086,
Ukraine,2009,female,15-24 years,148,3267238,
Ukraine,2009,female,25-34 years,186,3494937,
Ukraine,2009,female,35-54 years,502,6971143,
Ukraine,2009,female,5-14 years,19,2027867,
Ukraine,2009,female,55-74 years,556,5806966,
Ukraine,2009,female,75+ years,313,2034703,
Ukraine,2009,male,15-24 years,906,3418274,
Ukraine,2009,male,25-34 years,1504,3534883,
Ukraine,2009,male,35-54 years,3133,6221337,
Ukraine,2009,male,5-14 years,34,2136975,
Ukraine,2009,male,55-74 years,1882,3841612,
Ukraine,2009,male,75+ years,532,802009,
Ukraine,2010,female,15-24 years,154,3125122,
Ukraine,2010,female,25-34 years,170,3534635,
Ukraine,2010,female,35-54 years,458,6928455,
Ukraine,2010,female,5-14 years,15,1993721,
Ukraine,2010,female,55-74 years,479,5860094,
Ukraine,2010,female,75+ years,303,2016954,
Ukraine,2010,male,15-24 years,843,3271660,
Ukraine,2010,male,25-34 years,1457,3589324,
Ukraine,2010,male,35-54 years,2853,6203439,
Ukraine,2010,male,5-14 years,35,2102478,
Ukraine,2010,male,55-74 years,1827,3866232,
Ukraine,2010,male,75+ years,495,804695,
Ukraine,2011,female,15-24 years,157,2973653,
Ukraine,2011,female,25-34 years,160,3570316,
Ukraine,2011,female,35-54 years,464,6890333,
Ukraine,2011,female,5-14 years,20,1976990,
Ukraine,2011,female,55-74 years,552,5873828,
Ukraine,2011,female,75+ years,311,2047428,
Ukraine,2011,male,15-24 years,850,3114554,
Ukraine,2011,male,25-34 years,1457,3638908,
Ukraine,2011,male,35-54 years,2664,6194997,
Ukraine,2011,male,5-14 years,46,2085831,
Ukraine,2011,male,55-74 years,1761,3877753,
Ukraine,2011,male,75+ years,531,830200,
Ukraine,2012,female,15-24 years,126,2819749,
Ukraine,2012,female,25-34 years,186,3607893,
Ukraine,2012,female,35-54 years,494,6837697,
Ukraine,2012,female,5-14 years,20,1984557,
Ukraine,2012,female,55-74 years,524,5852504,
Ukraine,2012,female,75+ years,347,2131156,
Ukraine,2012,male,15-24 years,838,2960881,
Ukraine,2012,male,25-34 years,1450,3692383,
Ukraine,2012,male,35-54 years,2680,6175567,
Ukraine,2012,male,5-14 years,35,2094456,
Ukraine,2012,male,55-74 years,1768,3880830,
Ukraine,2012,male,75+ years,590,878262,
Ukraine,2014,female,15-24 years,118,2408666,
Ukraine,2014,female,25-34 years,197,3444110,
Ukraine,2014,female,35-54 years,423,6365806,
Ukraine,2014,female,5-14 years,14,1959353,
Ukraine,2014,female,55-74 years,465,5487093,
Ukraine,2014,female,75+ years,339,2203221,
Ukraine,2014,male,15-24 years,560,2541203,
Ukraine,2014,male,25-34 years,1302,3543016,
Ukraine,2014,male,35-54 years,2363,5814873,
Ukraine,2014,male,5-14 years,21,2074827,
Ukraine,2014,male,55-74 years,1558,3702856,
Ukraine,2014,male,75+ years,608,919141,
Ukraine,2015,female,15-24 years,117,2281055,
Ukraine,2015,female,25-34 years,168,3421535,
Ukraine,2015,female,35-54 years,427,6309963,
Ukraine,2015,female,5-14 years,19,2010824,
Ukraine,2015,female,55-74 years,399,5508376,
Ukraine,2015,female,75+ years,296,2261462,
Ukraine,2015,male,15-24 years,507,2408074,
Ukraine,2015,male,25-34 years,1114,3527229,
Ukraine,2015,male,35-54 years,2181,5795334,
Ukraine,2015,male,5-14 years,33,2131084,
Ukraine,2015,male,55-74 years,1644,3747724,
Ukraine,2015,male,75+ years,669,942786,
United Arab Emirates,2005,female,15-24 years,7,281194,
United Arab Emirates,2005,female,25-34 years,6,343997,
United Arab Emirates,2005,female,35-54 years,3,286724,
United Arab Emirates,2005,female,5-14 years,0,261386,
United Arab Emirates,2005,female,55-74 years,0,37641,
United Arab Emirates,2005,female,75+ years,0,5259,
United Arab Emirates,2005,male,15-24 years,7,454397,
United Arab Emirates,2005,male,25-34 years,28,1132761,
United Arab Emirates,2005,male,35-54 years,42,1083147,
United Arab Emirates,2005,male,5-14 years,0,282770,
United Arab Emirates,2005,male,55-74 years,3,104270,
United Arab Emirates,2005,male,75+ years,0,6887,
United Arab Emirates,2006,female,15-24 years,1,317537,
United Arab Emirates,2006,female,25-34 years,5,383191,
United Arab Emirates,2006,female,35-54 years,6,320618,
United Arab Emirates,2006,female,5-14 years,0,271444,
United Arab Emirates,2006,female,55-74 years,2,40353,
United Arab Emirates,2006,female,75+ years,0,5553,
United Arab Emirates,2006,male,15-24 years,7,595516,
United Arab Emirates,2006,male,25-34 years,37,1335454,
United Arab Emirates,2006,male,35-54 years,30,1244561,
United Arab Emirates,2006,male,5-14 years,0,287845,
United Arab Emirates,2006,male,55-74 years,2,114304,
United Arab Emirates,2006,male,75+ years,0,7503,
United Arab Emirates,2007,female,15-24 years,4,350408,
United Arab Emirates,2007,female,25-34 years,4,431502,
United Arab Emirates,2007,female,35-54 years,3,365164,
United Arab Emirates,2007,female,5-14 years,0,284824,
United Arab Emirates,2007,female,55-74 years,2,43719,
United Arab Emirates,2007,female,75+ years,0,5982,
United Arab Emirates,2007,male,15-24 years,18,710296,
United Arab Emirates,2007,male,25-34 years,33,1586738,
United Arab Emirates,2007,male,35-54 years,35,1481890,
United Arab Emirates,2007,male,5-14 years,0,297991,
United Arab Emirates,2007,male,55-74 years,2,128386,
United Arab Emirates,2007,male,75+ years,0,8489,
United Arab Emirates,2008,female,15-24 years,4,374233,
United Arab Emirates,2008,female,25-34 years,10,485856,
United Arab Emirates,2008,female,35-54 years,4,417902,
United Arab Emirates,2008,female,5-14 years,0,300552,
United Arab Emirates,2008,female,55-74 years,0,47552,
United Arab Emirates,2008,female,75+ years,0,6441,
United Arab Emirates,2008,male,15-24 years,18,776831,
United Arab Emirates,2008,male,25-34 years,25,1856262,
United Arab Emirates,2008,male,35-54 years,36,1776139,
United Arab Emirates,2008,male,5-14 years,0,314457,
United Arab Emirates,2008,male,55-74 years,3,144591,
United Arab Emirates,2008,male,75+ years,0,9542,
United Arab Emirates,2009,female,15-24 years,7,385569,
United Arab Emirates,2009,female,25-34 years,4,539991,
United Arab Emirates,2009,female,35-54 years,2,475003,
United Arab Emirates,2009,female,5-14 years,2,316123,
United Arab Emirates,2009,female,55-74 years,0,51590,
United Arab Emirates,2009,female,75+ years,0,6796,
United Arab Emirates,2009,male,15-24 years,15,780955,
United Arab Emirates,2009,male,25-34 years,52,2097782,
United Arab Emirates,2009,male,35-54 years,39,2094463,
United Arab Emirates,2009,male,5-14 years,0,332784,
